,id,BoroCT2010,n_report,DBN,school_distance,n_school,subway_distance,n_tobacco,Enrollment,Student Achievement Rating,Percent White,Percent Black,Percent Hispanic,Percent Asian,% Female,% Poverty,MHI,Total Population,type,latitude,longitude,have_sold
6440,19176,1000900,0.0,25Q240,674.851440094,2.0,1760.072263,16,410,,0.122,0.137,0.524,0.176,0.514634132385,0.734146356583,112083,731,GROCERY SUPERMARKET,40.702367397,-74.011368229,0
6441,10818,1000900,0.0,02M630,3266.19897384,1.0,1175.40254599,16,1442,Approaching Target,0.12,0.216,0.558,0.08,0.587378621101,0.651178896427,112083,731,GROCERY SUPERMARKET,40.702030295,-74.011206053,0
6442,10281,1000900,0.0,84X488,4273.67205977,3.0,140.2760416,16,178,,0.006,0.691,0.275,0.006,0.50896859169,0.789237678051,112083,731,GROCERY SUPERMARKET,40.705460461,-74.013323828,0
6443,10417,1000900,0.0,26Q495,6575.80390633,3.0,15965.7179752,16,3306,Meeting Target,0.181,0.128,0.267,0.417,0.490018159151,0.737749516964,112083,731,GROCERY SUPERMARKET,40.703785589,-74.013115197,0
6444,12761,1000900,0.0,19K639,5318.43503968,3.0,4595.54456091,16,330,Approaching Target,0.021,0.391,0.509,0.067,0.378787875175,0.74848484993,112083,731,GROCERY SUPERMARKET,40.704527771,-74.011590809,0
6445,12993,1000900,0.0,25Q240,1627.57165452,3.0,218.351370163,16,410,,0.122,0.137,0.524,0.176,0.514634132385,0.734146356583,112083,731,GROCERY SUPERMARKET,40.703999717,-74.011686031,0
6446,13292,1000900,0.0,18K633,1361.98434877,2.0,3277.85464454,16,413,Meeting Target,0.012,0.806,0.131,0.036,0.661016941071,0.89104115963,112083,731,GROCERY SUPERMARKET,40.703509027,-74.014368638,0
6447,15313,1000900,0.0,01M509,503.01139641,3.0,676.092118163,16,272,Approaching Target,0.018,0.423,0.522,0.033,0.610294103622,0.900735318661,112083,731,GROCERY SUPERMARKET,40.702860902,-74.011434081,0
6448,15043,1000900,0.0,29Q259,4992.13345589,3.0,12963.5886737,16,367,Meeting Target,0.014,0.883,0.068,0.027,0.474956810474,0.732297062874,112083,731,GROCERY SUPERMARKET,40.704962778,-74.012431029,0
6449,14547,5003600,0.0,02M615,2074.85271623,0.0,992.691000032,2,435,Meeting Target,0.037,0.264,0.572,0.103,0.37701150775,0.85977011919,70547,2510,CONVENIENCE STORE,40.61210121,-74.070965298,0
6450,12198,5003600,0.0,27Q475,4777.51746085,0.0,2121.08794569,2,1950,Approaching Target,0.049,0.121,0.489,0.325,0.417948722839,0.783589720726,70547,2510,GROCERY SUPERMARKET,40.614011463,-74.07252144,0
6451,12423,3016100,0.0,25Q240,2391.77572003,0.0,417.198819878,7,410,,0.122,0.137,0.524,0.176,0.514634132385,0.734146356583,100272,3075,CONVENIENCE STORE,40.67816133,-73.976074536,0
6452,19068,3016100,0.0,08X530,692.988081446,0.0,41.0238139473,7,234,Approaching Target,0.013,0.35,0.624,0.004,0.427350431681,0.846153855324,100272,3075,PHARMACY,40.679938769,-73.974433464,0
6453,14864,3016100,0.0,11X544,3838.45343303,0.0,2422.60916479,7,494,Meeting Target,0.006,0.399,0.575,0.006,0.44736841321,1.0,100272,3075,PHARMACY,40.679685265,-73.974247082,0
6454,11659,3016100,0.0,30Q258,1551.57424224,0.0,1009.61879714,7,331,,0.154,0.094,0.48,0.215,0.217522665858,0.78549849987,100272,3075,GROCERY SUPERMARKET,40.678152006,-73.973207323,0
6455,12139,3016100,0.0,22K425,1646.62428268,0.0,1128.22631187,7,3250,Approaching Target,0.438,0.177,0.178,0.202,0.416923075914,0.751076936722,100272,3075,GAS STATION,40.677343698,-73.972613585,0
6456,10310,3016100,0.0,02M418,1355.0190126,0.0,1079.02832573,7,641,Exceeding Target,0.31,0.066,0.186,0.399,0.648985981941,0.443057715893,100272,3075,GROCERY SUPERMARKET,40.676971167,-73.972343146,0
6457,12588,3016100,1.0,16K594,1269.66423239,0.0,726.893482844,7,197,Approaching Target,0.005,0.817,0.152,0.0,0.553299486637,1.0,100272,3075,GROCERY SUPERMARKET,40.681423659,-73.974055831,1
6458,17195,3003500,0.0,08X561,1361.97763053,1.0,2862.38556589,5,440,Not Meeting Target,0.007,0.332,0.616,0.027,0.329545468092,1.0,50550,1554,GROCERY SUPERMARKET,40.685197657,-73.977224918,0
6459,10530,3003500,0.0,31R600,1917.79643664,0.0,14596.1724395,5,650,Meeting Target,0.191,0.309,0.443,0.054,0.250769227743,0.667692303658,50550,1554,DELICATESSEN,40.685297893,-73.976393892,0
6460,16424,3003500,0.0,15K656,1770.48381554,1.0,737.801598861,5,924,Approaching Target,0.024,0.683,0.224,0.028,0.733766257763,0.739177465439,50550,1554,GROCERY SUPERMARKET,40.686726837,-73.97544981,0
6461,11818,3003500,0.0,84K355,1835.78926719,1.0,3047.71241075,5,207,,0.019,0.406,0.57,0.005,0.537174701691,0.788104116917,50550,1554,GAS STATION,40.686676719,-73.97534025,0
6462,19177,3003500,0.0,08X561,2303.90843449,0.0,2778.20453404,5,440,Not Meeting Target,0.007,0.332,0.616,0.027,0.329545468092,1.0,50550,1554,CONVENIENCE STORE,40.683138159,-73.97409546,0
6463,18776,4058200,0.0,32K168,1032.37157763,0.0,744.815236571,4,268,Meeting Target,0.049,0.511,0.399,0.026,0.373134315014,0.910447776318,63464,4490,GROCERY SUPERMARKET,40.703094554,-73.740538054,0
6464,18465,4058200,0.0,84K517,2731.73860008,0.0,1893.61255664,4,8,,0.0,0.75,0.125,0.0,0.511658012867,0.77979272604,63464,4490,GROCERY SUPERMARKET,40.70586257,-73.7396332,0
6465,14821,4058200,0.0,84K473,2360.25020077,0.0,738.646267625,4,972,Meeting Target,0.014,0.301,0.674,0.002,0.557613193989,0.759259283543,63464,4490,PHARMACY,40.705823262,-73.739641628,0
6466,15867,4058200,0.0,26Q415,7734.05736873,0.0,23425.7004302,4,3646,Approaching Target,0.146,0.211,0.192,0.438,0.520570516586,0.57816785574,63464,4490,GROCERY SUPERMARKET,40.705798188,-73.73965042,0
6467,10291,3016300,0.0,25Q285,2186.38955895,0.0,10442.9110153,3,365,Exceeding Target,0.521,0.077,0.252,0.148,0.591289758682,0.462311565876,74732,2991,GROCERY SUPERMARKET,40.676859429,-73.972183984,0
6468,10174,3016300,0.0,02M615,444.1455094,0.0,248.858522126,3,435,Meeting Target,0.037,0.264,0.572,0.103,0.37701150775,0.85977011919,74732,2991,GROCERY SUPERMARKET,40.67711235,-73.969092989,0
6469,19220,3016300,0.0,30Q445,4704.64128766,1.0,297.671916037,3,2437,Meeting Target,0.153,0.062,0.505,0.264,0.455888390541,0.742306113243,74732,2991,GROCERY SUPERMARKET,40.67829187,-73.968683886,0
6470,19072,3020500,0.0,31R047,2939.01497573,1.0,40581.4436154,7,495,Exceeding Target,0.533,0.065,0.2,0.111,0.581818163395,0.395959585905,70329,2469,PHARMACY,40.677949203,-73.968727011,0
6471,17567,3020500,1.0,84K357,1814.52531499,1.0,766.680330833,7,136,Exceeding Target,0.0,0.875,0.066,0.0,0.500635325909,0.827191889286,70329,2469,CONVENIENCE STORE,40.677169461,-73.965907585,1
6472,17998,3020500,0.0,27Q302,4199.62617296,2.0,3275.79353574,7,417,Meeting Target,0.024,0.444,0.47,0.053,0.393285363913,0.705035984516,70329,2469,GROCERY SUPERMARKET,40.678688151,-73.965358619,0
6473,14831,3020500,0.0,12X478,2961.51270875,2.0,87.3363396322,7,318,Meeting Target,0.038,0.214,0.704,0.025,0.619496881962,0.789308190346,70329,2469,RESTAURANT/ATUPA,40.678303525,-73.963885384,0
6474,18525,3020500,0.0,21K620,2094.35644229,1.0,785.545370404,7,549,Approaching Target,0.077,0.679,0.186,0.042,0.213114753366,0.812386155128,70329,2469,GROCERY SUPERMARKET,40.676174095,-73.963485606,0
6475,8096,3020500,0.0,20K445,3298.6719686,2.0,2127.6276146,7,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072308,0.729805827141,70329,2469,CONVENIENCE STORE,40.676677606,-73.96350542,0
6476,10514,3020500,0.0,84Q705,2035.43149425,0.0,615.379568783,7,211,Meeting Target,0.118,0.137,0.555,0.19,0.479500889778,0.358288764954,70329,2469,CONVENIENCE STORE,40.675794131,-73.963415674,0
6477,10829,1004700,0.0,23K644,2339.79945317,3.0,893.178411066,11,339,Meeting Target,0.009,0.879,0.097,0.003,0.0,0.729272425175,90547,2524,CONVENIENCE/GAS,40.723708865,-74.002601668,0
6478,12942,1004700,0.0,02M416,2232.69593344,0.0,642.775074647,11,554,Exceeding Target,0.621,0.04,0.085,0.215,0.59205776453,0.207581222057,90547,2524,PHARMACY,40.720381509,-74.001055724,0
6479,12996,1004700,0.0,02M408,1777.02964278,0.0,116.365658613,11,452,Meeting Target,0.414,0.246,0.208,0.042,0.745421230793,0.333333343267,90547,2524,GROCERY SUPERMARKET,40.720716138,-74.00076964,0
6480,7179,1004700,0.0,15K462,2218.50216643,1.0,1099.10066502,11,357,Meeting Target,0.031,0.669,0.232,0.025,0.65546220541,0.728291332722,90547,2524,GROCERY SUPERMARKET,40.72157513,-74.004893523,0
6481,19012,1004700,0.0,28Q687,4594.25137897,1.0,3077.95771678,11,434,Exceeding Target,0.069,0.051,0.104,0.765,0.43548387289,0.642857134342,90547,2524,GROCERY SUPERMARKET,40.721534336,-74.004832915,0
6482,10867,1004700,0.0,28Q680,2349.85339434,3.0,4843.97985319,11,451,Exceeding Target,0.04,0.39,0.122,0.421,0.579889833927,0.636363625526,90547,2524,GROCERY SUPERMARKET,40.723608214,-74.004548168,0
6483,12020,1004700,0.0,10X141,7705.6097887,0.0,6528.10606742,11,695,Meeting Target,0.235,0.112,0.576,0.073,0.47850599885,0.525017619133,90547,2524,GROCERY SUPERMARKET,40.721286446,-74.004480159,0
6484,11508,1004700,0.0,02M655,1290.44138331,1.0,712.691767959,11,537,Not Meeting Target,0.024,0.302,0.596,0.054,0.482142865658,0.720779240131,90547,2524,PHARMACY,40.72162991,-74.004366701,0
6485,11391,1004700,0.0,02M489,1913.27121639,3.0,23.4189037358,11,761,Meeting Target,0.079,0.222,0.466,0.221,0.406044691801,0.755584776402,90547,2524,PHARMACY,40.723918028,-74.004195604,0
6486,10528,1004700,0.0,24Q585,3117.31555285,3.0,3231.63753369,11,1001,Exceeding Target,0.36,0.02,0.431,0.173,0.522477507591,0.675324678421,90547,2524,CONVENIENCE STORE,40.722623966,-74.00412362,0
6487,14653,1004700,0.0,19K639,2449.61930613,3.0,723.898084141,11,330,Approaching Target,0.021,0.391,0.509,0.067,0.378787875175,0.74848484993,90547,2524,STAND,40.722642784,-74.004454249,0
6488,16916,3031702,2.0,84K648,1858.68165729,0.0,2629.83602834,6,141,,0.0,0.894,0.064,0.0,0.516806721687,0.716386556625,36125,3363,GROCERY SUPERMARKET,40.671513126,-73.950386173,1
6489,16213,3031702,0.0,27Q480,1189.73927028,0.0,164.633373156,6,2386,Meeting Target,0.031,0.235,0.364,0.323,0.435456842184,0.772003352642,36125,3363,GROCERY SUPERMARKET,40.672346482,-73.950234653,0
6490,10552,3031702,0.0,27Q308,3403.6794528,0.0,3374.76319398,6,606,Meeting Target,0.182,0.071,0.404,0.299,0.539603948593,0.740924119949,36125,3363,GROCERY SUPERMARKET,40.670473629,-73.950462021,0
6491,11702,3031702,0.0,19K639,2731.67626676,0.0,156.646235936,6,330,Approaching Target,0.021,0.391,0.509,0.067,0.378787875175,0.74848484993,36125,3363,PHARMACY,40.670626154,-73.950374517,0
6492,14506,3031702,0.0,30Q286,5795.93862112,0.0,2253.70242227,6,316,Exceeding Target,0.203,0.047,0.396,0.354,1.0,0.850267350674,36125,3363,GROCERY SUPERMARKET,40.672017802,-73.953024941,0
6493,14267,3031702,0.0,24Q236,2593.87484357,0.0,256.540267758,6,232,,0.095,0.047,0.634,0.216,0.478448271751,0.823275864124,36125,3363,GROCERY SUPERMARKET,40.672346482,-73.950234653,0
6494,18914,3031900,1.0,13K412,1391.2028052,1.0,2495.83753284,3,379,Approaching Target,0.003,0.789,0.182,0.011,0.5751978755,0.799472272396,34485,3508,GROCERY SUPERMARKET,40.669059696,-73.950512519,1
6495,12413,3031900,0.0,20K609,1974.70315085,1.0,122.463007358,3,327,Exceeding Target,0.144,0.196,0.174,0.477,1.0,0.909262776375,34485,3508,GROCERY SUPERMARKET,40.666177312,-73.950784785,0
6496,15396,3031900,0.0,02M531,1030.925036,1.0,97.7312513084,3,247,Exceeding Target,0.077,0.372,0.494,0.024,0.83805668354,0.73279350996,34485,3508,GROCERY SUPERMARKET,40.669166906,-73.950505057,0
6497,16442,3032100,0.0,31R080,7920.11770485,1.0,22423.1056612,8,469,Meeting Target,0.446,0.232,0.211,0.07,0.475187957287,0.474436104298,36250,5001,GROCERY SUPERMARKET,40.666184305,-73.950857048,0
6498,20216,3032100,0.0,15K667,1169.91492148,1.0,1057.2794467,8,1314,Meeting Target,0.065,0.09,0.769,0.072,0.457382053137,0.786910176277,36250,5001,GROCERY SUPERMARKET,40.668060881,-73.951068863,0
6499,16419,3032100,0.0,84K355,922.381159597,1.0,613.85027902,8,207,,0.019,0.406,0.57,0.005,0.537174701691,0.788104116917,36250,5001,GROCERY SUPERMARKET,40.668204175,-73.95067639,0
6500,11081,3032100,0.0,26Q495,2040.98447022,1.0,15494.6667791,8,3306,Meeting Target,0.181,0.128,0.267,0.417,0.490018159151,0.737749516964,36250,5001,GROCERY SUPERMARKET,40.667944261,-73.950696205,0
6501,11152,3032100,2.0,12X684,682.777530401,1.0,107.910404242,8,500,Approaching Target,0.01,0.556,0.408,0.01,0.372000008821,0.77999997139,36250,5001,CONVENIENCE STORE,40.668366185,-73.953374601,1
6502,13495,3032100,0.0,06M552,1091.878362,1.0,989.621571179,8,503,Meeting Target,0.0,0.0,1.0,0.0,0.534791231155,0.910536766052,36250,5001,STAND,40.666184305,-73.950857048,0
6503,14560,3032100,0.0,31R605,622.730093564,1.0,29848.9731531,8,1279,Exceeding Target,0.511,0.015,0.045,0.425,0.431587189436,0.363565295935,36250,5001,GROCERY SUPERMARKET,40.667274313,-73.950763613,0
6504,15334,3032100,0.0,20K505,2728.58744682,1.0,1167.16763562,8,3177,Approaching Target,0.189,0.117,0.303,0.385,0.435001581907,0.760465860367,36250,5001,GROCERY SUPERMARKET,40.668060881,-73.951068863,0
6505,12250,2022000,1.0,84K730,1737.29003799,1.0,4060.42966765,5,208,Approaching Target,0.029,0.567,0.337,0.005,0.516923069954,0.73846155405,12359,1487,GROCERY SUPERMARKET,40.839928086,-73.875298994,1
6506,11644,2022000,0.0,10X437,1099.17851099,1.0,3035.1837514,5,379,Exceeding Target,0.021,0.338,0.612,0.013,0.707123994827,0.875989437103,12359,1487,PHARMACY,40.84129706,-73.872560431,0
6507,13074,2022000,0.0,10X368,1403.20299625,1.0,76.8040348007,5,528,Meeting Target,0.045,0.112,0.811,0.03,0.492753624916,0.908902704716,12359,1487,CONVENIENCE STORE,40.841031136,-73.873329695,0
6508,15552,2022000,0.0,02M529,2054.86534904,1.0,736.113925177,5,650,Approaching Target,0.043,0.218,0.675,0.057,0.586153864861,0.73846155405,12359,1487,GROCERY SUPERMARKET,40.841031136,-73.873329695,0
6509,19892,2022000,0.0,02M531,958.658623514,0.0,635.288107038,5,247,Exceeding Target,0.077,0.372,0.494,0.024,0.83805668354,0.73279350996,12359,1487,GROCERY SUPERMARKET,40.848674251,-73.868512091,0
6510,10370,3038700,1.0,25Q240,8278.23900488,0.0,9793.25796422,9,410,,0.122,0.137,0.524,0.176,0.514634132385,0.734146356583,34194,4010,GROCERY SUPERMARKET,40.690622051,-73.9242957,1
6511,11561,3038700,0.0,17K382,1863.11103112,0.0,579.347781334,9,316,Meeting Target,0.009,0.823,0.13,0.016,0.421286016703,0.791574299335,34194,4010,GROCERY SUPERMARKET,40.691653548,-73.92785524,0
6512,1217,3038700,0.0,28Q440,3486.31531001,0.0,421.231888193,9,3834,Meeting Target,0.295,0.09,0.337,0.249,0.515127778053,0.613458514214,34194,4010,GROCERY SUPERMARKET,40.692008786,-73.926699512,0
6513,1274,3038700,0.0,02M630,2159.2083112,0.0,262.923016322,9,1442,Approaching Target,0.12,0.216,0.558,0.08,0.587378621101,0.651178896427,34194,4010,GROCERY SUPERMARKET,40.692008786,-73.926699512,0
6514,18652,3038700,0.0,01M509,815.643825311,2.0,1467.61655245,9,272,Approaching Target,0.018,0.423,0.522,0.033,0.610294103622,0.900735318661,34194,4010,GROCERY SUPERMARKET,40.692117431,-73.930865814,0
6515,10872,3038700,0.0,27Q480,2047.8853166,1.0,325.549290782,9,2386,Meeting Target,0.031,0.235,0.364,0.323,0.435456842184,0.772003352642,34194,4010,CONVENIENCE STORE,40.688588195,-73.930013809,0
6516,17337,3038700,0.0,11X270,1575.95680154,1.0,3441.14303262,9,381,Approaching Target,0.016,0.619,0.307,0.034,0.475065618753,0.740157485008,34194,4010,PHARMACY,40.688588195,-73.930013809,0
6517,16378,3038700,0.0,26Q566,4792.02720198,1.0,20233.4046461,9,1119,Meeting Target,0.084,0.505,0.158,0.239,0.505808770657,0.576407492161,34194,4010,GROCERY SUPERMARKET,40.689207843,-73.930276407,0
6518,13279,3038700,0.0,04M409,867.421912097,0.0,1346.51747362,9,232,Approaching Target,0.026,0.409,0.504,0.047,0.439655184746,1.0,34194,4010,GROCERY SUPERMARKET,40.691108079,-73.927854075,0
6519,16121,3039500,0.0,20K445,1949.70166333,1.0,2203.40898695,7,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072308,0.729805827141,30382,3380,GROCERY SUPERMARKET,40.692476208,-73.926992361,0
6520,16608,3039500,3.0,11X418,741.277456838,1.0,706.455433356,7,500,Approaching Target,0.092,0.28,0.596,0.028,0.495999991894,0.741999983788,30382,3380,GROCERY SUPERMARKET,40.692526533,-73.927337743,1
6521,16309,3039500,2.0,28Q157,1059.29376708,1.0,2148.51437217,7,99,,0.303,0.222,0.293,0.162,0.48507463932,0.478855729103,30382,3380,GROCERY SUPERMARKET,40.692725839,-73.927704886,1
6522,19139,3039500,0.0,25Q240,2435.31588092,2.0,4214.42440183,7,410,,0.122,0.137,0.524,0.176,0.514634132385,0.734146356583,30382,3380,PHARMACY,40.695192109,-73.925912295,0
6523,11829,3039500,0.0,29Q326,2439.41956328,0.0,767.346205246,7,405,Meeting Target,0.01,0.77,0.099,0.062,0.530864179134,0.693827152252,30382,3380,GROCERY SUPERMARKET,40.693903028,-73.923652326,0
6524,14849,3039500,0.0,15K462,3475.19316896,0.0,788.417071532,7,357,Meeting Target,0.031,0.669,0.232,0.025,0.65546220541,0.728291332722,30382,3380,GROCERY SUPERMARKET,40.69306501,-73.92189237,0
6525,14247,3039500,0.0,24Q485,2842.0227737,1.0,945.71200376,7,1731,Approaching Target,0.189,0.055,0.645,0.096,0.424032360315,0.681109189987,30382,3380,STAND,40.692725839,-73.927704886,0
6526,10278,3041200,0.0,30Q286,4669.1489232,0.0,2053.20440089,7,316,Exceeding Target,0.203,0.047,0.396,0.354,1.0,0.850267350674,40606,2929,GROCERY SUPERMARKET,40.604568365,-73.975377547,0
6527,17391,3041200,0.0,29Q326,3545.31544118,0.0,1601.79210106,7,405,Meeting Target,0.01,0.77,0.099,0.062,0.530864179134,0.693827152252,40606,2929,GROCERY SUPERMARKET,40.604373721,-73.974214344,0
6528,11932,3041200,0.0,02M400,1571.68919031,0.0,41.6158345519,7,1259,Approaching Target,0.064,0.151,0.64,0.133,0.498014301062,0.73312151432,40606,2929,GROCERY SUPERMARKET,40.604357404,-73.973508031,0
6529,16088,3041200,0.0,02M531,768.158098889,0.0,386.644430185,7,247,Exceeding Target,0.077,0.372,0.494,0.024,0.83805668354,0.73279350996,40606,2929,GROCERY SUPERMARKET,40.604297961,-73.972917105,0
6530,13928,3041200,0.0,09X327,777.208875169,0.0,175.066562811,7,441,Meeting Target,0.009,0.236,0.753,0.002,0.49253731966,0.910447776318,40606,2929,PHARMACY,40.604297961,-73.972917105,0
6531,16290,3041200,1.0,28Q157,3044.05384772,0.0,459.914506032,7,99,,0.303,0.222,0.293,0.162,0.48507463932,0.478855729103,40606,2929,PHARMACY,40.604193063,-73.972574438,1
6532,14416,3041200,0.0,32K556,1200.22705144,0.0,1240.83390155,7,274,Meeting Target,0.011,0.172,0.803,0.011,0.463503658772,0.959854006767,40606,2929,TOBACCO RETAIL,40.601579158,-73.974623035,0
6533,12086,3024400,0.0,02M600,2496.19101793,0.0,264.723997422,6,1798,Exceeding Target,0.036,0.374,0.528,0.052,0.933815360069,0.813681840897,34617,3238,GROCERY SUPERMARKET,40.621957161,-73.987367368,0
6534,16652,3024400,3.0,24Q485,539.195776279,0.0,3584.30852019,6,1731,Approaching Target,0.189,0.055,0.645,0.096,0.424032360315,0.681109189987,34617,3238,GROCERY SUPERMARKET,40.622488446,-73.986758983,1
6535,16832,3024400,0.0,30Q286,1382.57587299,0.0,2856.72870512,6,316,Exceeding Target,0.203,0.047,0.396,0.354,1.0,0.850267350674,34617,3238,GROCERY SUPERMARKET,40.622488446,-73.986758983,0
6536,16786,3024400,1.0,26Q566,6061.05368155,0.0,22354.2221832,6,1119,Meeting Target,0.084,0.505,0.158,0.239,0.505808770657,0.576407492161,34617,3238,PHARMACY,40.622535551,-73.986711423,1
6537,17268,3024400,0.0,04M495,441.14767943,0.0,884.236523183,6,404,Exceeding Target,0.017,0.267,0.644,0.045,0.509900987148,0.853960394859,34617,3238,GROCERY SUPERMARKET,40.62305777,-73.986276782,0
6538,11604,3024400,2.0,01M450,1220.14345086,1.0,1770.76915796,6,386,Meeting Target,0.083,0.21,0.554,0.122,0.493353039026,0.68980795145,34617,3238,GROCERY SUPERMARKET,40.619512839,-73.982782182,1
6539,14158,4053900,0.0,09X327,466.567015662,0.0,731.09702889,5,441,Meeting Target,0.009,0.236,0.753,0.002,0.49253731966,0.910447776318,55872,4147,STAND,40.71187719,-73.917604055,0
6540,16760,4053900,0.0,07X473,956.138257816,0.0,235.106993448,5,380,Approaching Target,0.003,0.261,0.732,0.0,0.426315784454,0.949999988079,55872,4147,CONVENIENCE STORE,40.712335944,-73.918695311,0
6541,12767,4053900,0.0,02M529,885.567728128,0.0,594.553483943,5,650,Approaching Target,0.043,0.218,0.675,0.057,0.586153864861,0.73846155405,55872,4147,GROCERY SUPERMARKET,40.708455882,-73.914716179,0
6542,13352,4053900,1.0,84K780,2137.63267773,0.0,309.420813011,5,65,,0.0,0.862,0.108,0.0,0.471649497747,0.76804125309,55872,4147,GROCERY SUPERMARKET,40.708195968,-73.914286097,1
6543,11104,4053900,0.0,31R460,6887.76046949,0.0,21680.2695217,5,3388,Meeting Target,0.47,0.107,0.269,0.143,0.505017697811,0.522432088852,55872,4147,GROCERY SUPERMARKET,40.708161115,-73.919726115,0
6544,16929,3027500,0.0,17K382,2667.24891904,0.0,1757.10846264,9,316,Meeting Target,0.009,0.823,0.13,0.016,0.421286016703,0.791574299335,52958,4180,GROCERY SUPERMARKET,40.682867755,-73.940754202,0
6545,16567,3027500,0.0,02M489,1093.75533285,0.0,325.884749608,9,761,Meeting Target,0.079,0.222,0.466,0.221,0.406044691801,0.755584776402,52958,4180,GROCERY SUPERMARKET,40.682867755,-73.940754202,0
6546,16981,3027500,1.0,31R605,3313.04461148,0.0,32558.7456171,9,1279,Exceeding Target,0.511,0.015,0.045,0.425,0.431587189436,0.363565295935,52958,4180,GROCERY SUPERMARKET,40.683053075,-73.93808513,1
6547,16249,3027500,0.0,30Q258,2266.11446271,0.0,2500.25005348,9,331,,0.154,0.094,0.48,0.215,0.217522665858,0.78549849987,52958,4180,GROCERY SUPERMARKET,40.683053075,-73.93808513,0
6548,14641,3027500,0.0,21K620,2618.66478674,0.0,128.974395954,9,549,Approaching Target,0.077,0.679,0.186,0.042,0.213114753366,0.812386155128,52958,4180,GROCERY SUPERMARKET,40.684293203,-73.941026937,0
6549,19118,3027500,0.0,02M416,769.302502865,0.0,2000.05171848,9,554,Exceeding Target,0.621,0.04,0.085,0.215,0.59205776453,0.207581222057,52958,4180,GROCERY SUPERMARKET,40.684452881,-73.935375264,0
6550,18019,3027500,0.0,14K632,1882.59525428,0.0,829.116886931,9,110,Meeting Target,0.036,0.627,0.291,0.018,0.281818181276,0.890909075737,52958,4180,GROCERY SUPERMARKET,40.684572931,-73.938507053,0
6551,15406,3027500,0.0,25Q285,1993.37900189,0.0,10729.9316834,9,365,Exceeding Target,0.521,0.077,0.252,0.148,0.591289758682,0.462311565876,52958,4180,CONVENIENCE/GAS,40.684744264,-73.938425466,0
6552,15786,3027500,0.0,12X372,1614.55551564,0.0,2724.92566197,9,362,Approaching Target,0.011,0.265,0.702,0.014,0.463541656733,1.0,52958,4180,GROCERY SUPERMARKET,40.684293203,-73.941026937,0
6553,11194,3027700,1.0,15K667,604.971741046,0.0,719.35904433,5,1314,Meeting Target,0.065,0.09,0.769,0.072,0.457382053137,0.786910176277,26676,3945,GROCERY SUPERMARKET,40.687165279,-73.938833787,1
6554,12075,3027700,0.0,84X429,1040.97437494,0.0,205.936978474,5,128,,0.016,0.117,0.578,0.008,0.6015625,0.546875,26676,3945,GROCERY SUPERMARKET,40.687472779,-73.939207539,0
6555,13116,3027700,0.0,19K615,4143.96023973,0.0,248.884539615,5,1023,Approaching Target,0.017,0.626,0.283,0.055,0.145650044084,0.707722365856,26676,3945,CONVENIENCE STORE,40.687225753,-73.9359211,0
6556,14475,3027700,0.0,15K462,2564.9654028,0.0,801.946796966,5,357,Meeting Target,0.031,0.669,0.232,0.025,0.65546220541,0.728291332722,26676,3945,GROCERY SUPERMARKET,40.68750673,-73.939387971,0
6557,15824,3027700,1.0,23K493,1358.35977172,0.0,691.201769333,5,307,Meeting Target,0.003,0.863,0.114,0.01,0.387622147799,0.856677532196,26676,3945,STAND,40.686003041,-73.938888182,1
6558,1199,3012901,0.0,14K632,1268.81928487,1.0,126.926720704,4,110,Meeting Target,0.036,0.627,0.291,0.018,0.281818181276,0.890909075737,85989,2159,GROCERY SUPERMARKET,40.683199136,-73.976827072,0
6559,1264,3012901,0.0,27Q400,1973.99850561,1.0,12698.9597701,4,459,Approaching Target,0.004,0.745,0.126,0.087,0.453159034252,0.738562107086,85989,2159,GROCERY SUPERMARKET,40.683199136,-73.976827072,0
6560,13950,3012901,2.0,84K538,3001.12583322,1.0,805.360794952,4,219,Approaching Target,0.0,0.594,0.397,0.005,0.491541355848,0.859022557735,85989,2159,GROCERY SUPERMARKET,40.681912017,-73.979863686,1
6561,14620,3012901,2.0,84K356,861.61359756,1.0,1672.40756816,4,188,Meeting Target,0.0,0.941,0.059,0.0,0.525590538979,0.732283473015,85989,2159,CONVENIENCE STORE,40.681282629,-73.980293768,1
6562,12241,3012902,0.0,20K485,2144.94499137,0.0,737.208346076,7,1277,Meeting Target,0.171,0.078,0.551,0.176,0.436178535223,0.742364943027,75972,1964,GROCERY SUPERMARKET,40.680922479,-73.977353126,0
6563,18156,3012902,0.0,31R445,3085.31705101,0.0,29004.0163227,7,1493,Approaching Target,0.212,0.265,0.447,0.066,0.477561950684,0.680509030819,75972,1964,GROCERY SUPERMARKET,40.681182393,-73.977182958,0
6564,18709,3012902,0.0,32K168,2731.62161911,0.0,881.225007532,7,268,Meeting Target,0.049,0.511,0.399,0.026,0.373134315014,0.910447776318,75972,1964,GROCERY SUPERMARKET,40.681702221,-73.976833298,0
6565,16598,3012902,0.0,07X334,893.559016668,0.0,43.7903622698,7,470,Approaching Target,0.021,0.121,0.794,0.053,0.431914895773,0.897872328758,75972,1964,GROCERY SUPERMARKET,40.681641614,-73.975736531,0
