BoroCT2010,n_report,school_distance,n_school,subway_distance,n_tobacco,Enrollment,Student Achievement Rating,Percent White,Percent Black,Percent Hispanic,Percent Asian,% Female,% Poverty,MHI,Total Population,type,latitude,longitude,class
2036902,0,4142.166113,0,450.6370472,3,366,Approaching Target,0.279,0.06,0.292,0.366,0.336065561,0.846994519,35949,2119,GROCERY SUPERMARKET,40.84263122,-73.89366415,1
2036902,1,1194.869238,0,644.0680163,3,225,,0.004,0.093,0.884,0,0.48644793,0.6932953,35949,2119,DISCOUNT STORE,40.84302841,-73.8932587,2
2036902,0,1482.674336,0,44.64166224,3,1023,Approaching Target,0.017,0.626,0.283,0.055,0.145650044,0.707722366,35949,2119,GROCERY SUPERMARKET,40.84306287,-73.89322364,1
3073000,0,1302.338867,0,174.7895701,1,318,Meeting Target,0.038,0.214,0.704,0.025,0.619496882,0.78930819,92802,1979,GROCERY SUPERMARKET,40.62589171,-73.92824171,1
2038900,0,2355.661279,3,2905.149123,13,342,Exceeding Target,0.018,0.547,0.085,0.316,0.552334964,0.766505659,23903,5325,GROCERY SUPERMARKET,40.85401706,-73.88388315,1
2038900,0,5267.442321,3,35094.03552,13,1493,Approaching Target,0.212,0.265,0.447,0.066,0.477561951,0.680509031,23903,5325,GROCERY SUPERMARKET,40.85446579,-73.8853086,1
2038900,0,2490.389159,0,587.2414979,13,128,,0.016,0.117,0.578,0.008,0.6015625,0.546875,23903,5325,GROCERY SUPERMARKET,40.85474668,-73.88586805,1
2038900,1,1778.584153,0,622.1725213,13,339,Meeting Target,0.009,0.879,0.097,0.003,0,0.729272425,23903,5325,GROCERY SUPERMARKET,40.85484575,-73.88608834,2
2038900,0,2575.16772,0,1733.103363,13,8,,0,0.75,0.125,0,0.511658013,0.779792726,23903,5325,GROCERY SUPERMARKET,40.85484575,-73.88608834,1
2038900,2,2278.629085,0,95.47110153,13,288,Approaching Target,0.024,0.038,0.913,0.024,0.479166657,0.90625,23903,5325,GROCERY SUPERMARKET,40.85599513,-73.88832875,2
2038900,1,2154.782827,3,1013.08403,13,286,Meeting Target,0.014,0.294,0.654,0.035,0.5,0.789682567,23903,5325,GROCERY SUPERMARKET,40.85683998,-73.88448573,2
2038900,0,2244.041809,0,1109.207938,13,318,Meeting Target,0.038,0.214,0.704,0.025,0.619496882,0.78930819,23903,5325,CONVENIENCE STORE,40.85746004,-73.88589603,1
2038900,0,1407.177778,0,63.40313658,13,456,Meeting Target,0.18,0.232,0.493,0.072,0.567982435,0.581140339,23903,5325,DELICATESSEN,40.85797987,-73.88546594,1
2038900,0,1014.927644,6,1639.063384,13,1442,Approaching Target,0.12,0.216,0.558,0.08,0.587378621,0.651178896,23903,5325,GROCERY SUPERMARKET,40.85855832,-73.88541059,1
2038900,0,4810.64245,6,17.01087706,13,2437,Meeting Target,0.153,0.062,0.505,0.264,0.455888391,0.742306113,23903,5325,GROCERY SUPERMARKET,40.85873514,-73.88577365,1
2038900,0,169.7560839,6,1790.662276,13,286,Meeting Target,0.014,0.294,0.654,0.035,0.5,0.789682567,23903,5325,GROCERY SUPERMARKET,40.85873634,-73.88576088,1
2038900,0,414.1923584,0,696.5805848,13,219,Approaching Target,0,0.594,0.397,0.005,0.491541356,0.859022558,23903,5325,GROCERY SUPERMARKET,40.85715584,-73.88552772,1
4047000,7,2266.114463,0,2500.250053,7,331,,0.154,0.094,0.48,0.215,0.217522666,0.7854985,60350,3247,GROCERY SUPERMARKET,40.71418332,-73.77727411,3
4047000,0,1765.741158,0,2913.202703,7,337,Meeting Target,0.003,0.596,0.362,0.003,0,0.841549277,60350,3247,GROCERY SUPERMARKET,40.7095196,-73.77477935,1
4047000,0,4564.5499,0,80.57819015,7,3250,Approaching Target,0.438,0.177,0.178,0.202,0.416923076,0.751076937,60350,3247,GROCERY SUPERMARKET,40.7095196,-73.77477935,1
4047000,0,1931.642356,0,554.5242005,7,946,Meeting Target,0.011,0.882,0.051,0.027,0.558139563,0.65757817,60350,3247,GROCERY SUPERMARKET,40.70943726,-73.77505843,1
4047000,0,893.5590167,0,43.79036227,7,470,Approaching Target,0.021,0.121,0.794,0.053,0.431914896,0.897872329,60350,3247,GROCERY SUPERMARKET,40.70915753,-73.77593841,1
4047000,0,1647.055135,0,4350.103918,7,339,Meeting Target,0.012,0.879,0.062,0.009,0.380530983,0.663716793,60350,3247,GROCERY SUPERMARKET,40.70894774,-73.77760279,1
4047000,0,2316.50512,0,2796.129753,7,175,,0.034,0.371,0.28,0.251,0.474285722,0.582857132,60350,3247,GROCERY SUPERMARKET,40.70876825,-73.77892567,1
2023301,0,2103.766517,1,810.1249532,5,314,Exceeding Target,0.025,0.481,0.15,0.303,1,1,30049,4377,GROCERY SUPERMARKET,40.84801949,-73.90762679,1
2023301,0,4656.49904,1,27246.95198,5,1493,Approaching Target,0.212,0.265,0.447,0.066,0.477561951,0.680509031,30049,4377,GROCERY SUPERMARKET,40.84847728,-73.91072539,1
2023301,1,446.116817,1,185.3531117,5,452,Meeting Target,0.414,0.246,0.208,0.042,0.745421231,0.333333343,30049,4377,CONVENIENCE STORE,40.84855372,-73.90678067,2
2023301,0,2934.139274,1,3438.739371,5,452,Meeting Target,0.064,0.285,0.604,0.035,0.573008835,1,30049,4377,CONVENIENCE/GAS,40.84867393,-73.90696247,1
2023301,0,1580.036244,1,1350.487623,5,427,Approaching Target,0.009,0.26,0.7,0.009,0.674603164,1,30049,4377,GROCERY SUPERMARKET,40.84945158,-73.90928872,1
2023501,0,1199.731832,0,1326.735928,4,361,Exceeding Target,0.022,0.834,0.072,0.028,0.506925225,0.584487557,25463,3341,GROCERY SUPERMARKET,40.85090042,-73.90507605,1
2023501,0,470.7104619,0,1727.873571,4,448,Approaching Target,0.013,0.315,0.641,0.02,0.345982134,1,25463,3341,GROCERY SUPERMARKET,40.85276761,-73.90468725,1
2023501,0,6146.024065,0,19494.3111,4,650,Meeting Target,0.191,0.309,0.443,0.054,0.250769228,0.667692304,25463,3341,GROCERY SUPERMARKET,40.85090042,-73.90507605,1
2023501,0,3313.709711,0,861.6084688,4,545,Exceeding Target,0.204,0.158,0.536,0.062,0.513761461,0.616513789,25463,3341,GROCERY SUPERMARKET,40.85349024,-73.90301539,1
2016500,0,1818.557212,1,1049.733358,3,268,Meeting Target,0.049,0.511,0.399,0.026,0.373134315,0.910447776,16480,1077,CONVENIENCE STORE,40.84397482,-73.90299091,1
2016500,0,5680.67253,2,2377.550599,3,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072,0.729805827,16480,1077,CONVENIENCE STORE,40.84313878,-73.8979107,1
2016500,0,329.6580337,1,2034.439258,3,141,,0,0.894,0.064,0,0.516806722,0.716386557,16480,1077,GROCERY SUPERMARKET,40.84216708,-73.89746978,1
2040302,0,8973.663612,0,10768.56734,2,4408,Approaching Target,0.345,0.047,0.302,0.281,0.464836657,0.673094392,19324,4386,OTHER,40.86575515,-73.89307105,1
2040302,0,872.0928242,0,451.4543855,2,234,Approaching Target,0.013,0.35,0.624,0.004,0.427350432,0.846153855,19324,4386,GROCERY SUPERMARKET,40.86964636,-73.89018032,1
4048000,1,12059.92406,1,41391.99207,6,1279,Exceeding Target,0.511,0.015,0.045,0.425,0.431587189,0.363565296,65568,2506,GROCERY SUPERMARKET,40.7113231,-73.77014105,2
4048000,0,2731.014852,1,736.60269,6,427,Approaching Target,0.009,0.26,0.7,0.009,0.674603164,1,65568,2506,GROCERY SUPERMARKET,40.71194316,-73.76953147,1
4048000,0,3421.445568,0,3822.908201,6,452,Meeting Target,0.064,0.285,0.604,0.035,0.573008835,1,65568,2506,GROCERY SUPERMARKET,40.7143563,-73.7761685,1
4048000,0,5900.74418,0,25688.86096,6,1493,Approaching Target,0.212,0.265,0.447,0.066,0.477561951,0.680509031,65568,2506,GROCERY SUPERMARKET,40.71441409,-73.77634402,1
4048000,4,1293.352207,0,1069.879846,6,136,Exceeding Target,0,0.875,0.066,0,0.500635326,0.827191889,65568,2506,GROCERY SUPERMARKET,40.71442342,-73.77627408,3
4048000,1,5620.52193,0,2493.207108,6,247,,0.097,0.441,0.324,0.089,0.451282054,0.811538458,65568,2506,GROCERY SUPERMARKET,40.71486399,-73.77449431,2
2006400,0,3835.097361,0,1416.996591,3,119,,0,0.798,0.176,0.008,0.53073287,0.862884164,42596,3967,GROCERY SUPERMARKET,40.8345678,-73.87168467,1
2006400,0,1693.743671,0,1187.512433,3,275,Not Meeting Target,0.018,0.251,0.676,0.033,0.545454562,0.872727275,42596,3967,GROCERY SUPERMARKET,40.83221685,-73.87203947,1
2006400,0,2122.648435,0,746.5114669,3,498,Exceeding Target,0.137,0.49,0.287,0.072,0.478260875,1,42596,3967,GROCERY SUPERMARKET,40.83013754,-73.87243195,1
2023302,0,4372.661483,0,5062.012412,5,1001,Exceeding Target,0.36,0.02,0.431,0.173,0.522477508,0.675324678,19696,3415,GROCERY SUPERMARKET,40.84756,-73.90363662,1
2023302,0,268.1686764,0,855.1808237,5,211,Meeting Target,0.118,0.137,0.555,0.19,0.47950089,0.358288765,19696,3415,GROCERY SUPERMARKET,40.84835839,-73.90336738,1
2023302,0,2343.432931,1,910.125803,5,663,Approaching Target,0.507,0.041,0.275,0.172,0.50163579,0.750272632,19696,3415,CONVENIENCE STORE,40.84836772,-73.90578586,1
2023302,0,4018.314603,0,94.47480271,5,452,Meeting Target,0.064,0.285,0.604,0.035,0.573008835,1,19696,3415,GROCERY SUPERMARKET,40.84846388,-73.90229543,1
2023302,0,1177.931147,1,699.6386623,5,373,Meeting Target,0.019,0.834,0.129,0.013,0.450402141,0.839142084,19696,3415,GROCERY SUPERMARKET,40.84903324,-73.9056763,1
2023502,0,1997.019416,0,1337.726092,8,289,,0.014,0.277,0.682,0.003,0.48788926,0.799307942,22445,4386,GROCERY SUPERMARKET,40.84874768,-73.90345596,1
2023502,2,566.3371799,0,1626.483512,8,362,Approaching Target,0.011,0.265,0.702,0.014,0.463541657,1,22445,4386,GROCERY SUPERMARKET,40.84877774,-73.90359246,2
2023502,0,226.0802589,0,684.1175814,8,331,Meeting Target,0.039,0.399,0.498,0.06,0.555891216,0.782477319,22445,4386,BAR/LOUNGE,40.84912182,-73.90316341,1
2023502,0,3032.361433,0,304.6430128,8,441,Meeting Target,0.009,0.236,0.753,0.002,0.49253732,0.910447776,22445,4386,GROCERY SUPERMARKET,40.84912182,-73.90316341,1
2023502,0,2975.521838,0,1545.58988,8,77,Approaching Target,0,0.844,0.156,0,0.519480526,0.805194795,22445,4386,CONVENIENCE STORE,40.84972489,-73.905505,1
2023502,3,1592.105227,0,1049.24883,8,386,Meeting Target,0.083,0.21,0.554,0.122,0.493353039,0.689807951,22445,4386,GROCERY SUPERMARKET,40.85151116,-73.90291632,3
2023502,0,799.1769165,0,1107.548254,8,186,Meeting Target,0.065,0.269,0.634,0.016,0.65053761,0.833333313,22445,4386,GROCERY SUPERMARKET,40.85091091,-73.90457487,1
2023502,0,3195.639592,0,1774.439129,8,68,,0,0.926,0.074,0,0.45493561,0.675536454,22445,4386,DISCOUNT STORE,40.85320552,-73.90195552,1
4019200,0,6893.377814,0,24740.89549,1,1493,Approaching Target,0.212,0.265,0.447,0.066,0.477561951,0.680509031,62692,1914,CONVENIENCE STORE,40.68709398,-73.79921995,1
4017400,0,1241.7154,0,630.4825968,2,554,Approaching Target,0.016,0.341,0.596,0.023,0.61371839,0.857400715,62951,2244,GROCERY SUPERMARKET,40.6814095,-73.80554531,1
4017400,0,582.1814104,0,452.2502015,2,119,,0,0.798,0.176,0.008,0.53073287,0.862884164,62951,2244,GROCERY SUPERMARKET,40.68255539,-73.80611058,1
4143500,0,702.5343518,0,527.4825849,3,641,Exceeding Target,0.31,0.066,0.186,0.399,0.648985982,0.443057716,83523,2199,GROCERY SUPERMARKET,40.75343383,-73.77489293,1
4143500,0,2681.221663,0,544.7219121,3,2225,Meeting Target,0.129,0.313,0.208,0.333,0.465168536,0.773033679,83523,2199,BAR/LOUNGE,40.75551518,-73.76788441,1
4143500,0,11788.78598,0,66204.37697,3,3907,Meeting Target,0.79,0.019,0.125,0.051,0.48323521,0.288968503,83523,2199,GROCERY SUPERMARKET,40.75430448,-73.77260149,1
4013800,0,2738.974101,0,915.4399381,5,1306,Exceeding Target,0.526,0.138,0.218,0.076,0.642419577,0.24042879,51844,3604,GROCERY SUPERMARKET,40.70389454,-73.81951423,1
4013800,0,2798.173336,0,418.7310088,5,219,Approaching Target,0,0.594,0.397,0.005,0.491541356,0.859022558,51844,3604,TOBACCO RETAIL,40.70367836,-73.82233365,1
4013800,0,2618.942625,0,756.8368218,5,268,Meeting Target,0.049,0.511,0.399,0.026,0.373134315,0.910447776,51844,3604,GROCERY SUPERMARKET,40.70806005,-73.82698176,1
4013800,0,7030.096942,0,14338.30028,5,650,Meeting Target,0.191,0.309,0.443,0.054,0.250769228,0.667692304,51844,3604,GROCERY SUPERMARKET,40.70963286,-73.8291843,1
4013800,0,1704.4733,0,737.0016874,5,2077,Approaching Target,0.07,0.132,0.612,0.166,0.498314887,0.769378901,51844,3604,BAR/LOUNGE,40.70806005,-73.82698176,1
4028400,2,1611.672059,1,76.77391663,3,5534,Exceeding Target,0.21,0.076,0.074,0.604,0.412721366,0.605529428,74375,3438,GROCERY SUPERMARKET,40.68397734,-73.78280224,2
4028400,0,2711.125758,0,2352.28805,3,503,Meeting Target,0,0,1,0,0.534791231,0.910536766,74375,3438,CONVENIENCE STORE,40.68293769,-73.7821915,1
4028400,2,1120.494962,0,12.16197207,3,304,Meeting Target,0.099,0.727,0.135,0.03,1,0.80252099,74375,3438,GROCERY SUPERMARKET,40.67902056,-73.77989941,2
4058000,0,3170.428673,0,146.1961124,2,549,Approaching Target,0.077,0.679,0.186,0.042,0.213114753,0.812386155,83510,3641,GROCERY SUPERMARKET,40.70992655,-73.73555748,1
4058000,0,1455.861496,0,680.2979378,2,615,Meeting Target,0.02,0.161,0.815,0.003,0.465040654,0.738211393,83510,3641,GROCERY SUPERMARKET,40.705253,-73.72998142,1
4071303,0,1194.260951,0,17221.12538,7,2500,Approaching Target,0.166,0.374,0.369,0.066,0.527999997,0.724399984,54591,4973,GROCERY SUPERMARKET,40.72602514,-73.85117361,1
4071303,0,732.1565408,0,1244.997744,7,362,Approaching Target,0.014,0.829,0.099,0.025,0.698895037,0.784530401,54591,4973,GROCERY SUPERMARKET,40.72660464,-73.85218545,1
4071303,0,659.8384483,0,236.6136293,7,314,Exceeding Target,0.025,0.481,0.15,0.303,1,1,54591,4973,GROCERY SUPERMARKET,40.72700861,-73.85317735,1
4071303,1,4077.065545,0,15486.09418,7,285,,0.028,0.733,0.102,0.081,0.66315788,0.726315796,54591,4973,GROCERY SUPERMARKET,40.72385008,-73.84864451,2
4071303,0,836.78337,0,2043.016652,7,537,Not Meeting Target,0.024,0.302,0.596,0.054,0.482142866,0.72077924,54591,4973,GROCERY SUPERMARKET,40.72382454,-73.84860426,1
4071303,0,10819.50421,0,11077.2181,7,452,Meeting Target,0.064,0.285,0.604,0.035,0.573008835,1,54591,4973,GROCERY SUPERMARKET,40.72467754,-73.84972978,1
4071303,0,1457.850839,0,2809.384135,7,451,Exceeding Target,0.04,0.39,0.122,0.421,0.579889834,0.636363626,54591,4973,GROCERY SUPERMARKET,40.72486194,-73.84990784,1
4077902,0,2248.342399,0,1212.978224,2,663,Approaching Target,0.507,0.041,0.275,0.172,0.50163579,0.750272632,73048,5263,GROCERY SUPERMARKET,40.72550531,-73.82139073,1
4077902,0,616.9574715,0,3704.745767,2,405,Meeting Target,0.01,0.77,0.099,0.062,0.530864179,0.693827152,73048,5263,GROCERY SUPERMARKET,40.72984229,-73.82348064,1
4077907,0,4752.571026,0,4451.728676,5,175,,0.034,0.371,0.28,0.251,0.474285722,0.582857132,46923,3193,GROCERY SUPERMARKET,40.72668094,-73.82164851,1
4077907,0,1476.104047,0,918.8407385,5,470,Approaching Target,0.021,0.121,0.794,0.053,0.431914896,0.897872329,46923,3193,GROCERY SUPERMARKET,40.7240457,-73.81785866,1
4077907,0,2905.498172,0,1115.24765,5,434,Exceeding Target,0.069,0.051,0.104,0.765,0.435483873,0.642857134,46923,3193,GROCERY SUPERMARKET,40.72316529,-73.81984399,1
4077907,0,2041.68248,0,69.1846443,5,77,Approaching Target,0,0.844,0.156,0,0.519480526,0.805194795,46923,3193,GROCERY SUPERMARKET,40.7250289,-73.82079789,1
4077907,0,3225.181648,0,1666.066969,5,486,Meeting Target,0.01,0.245,0.704,0.019,0.549222827,0.901554406,46923,3193,GROCERY SUPERMARKET,40.7250289,-73.82079789,1
4017000,1,3509.613265,0,1583.595137,2,515,Meeting Target,0.019,0.437,0.097,0.398,0.514563084,0.718446612,50234,2600,GROCERY SUPERMARKET,40.68256705,-73.81417841,2
4017000,0,439.534042,0,1153.657381,2,341,Approaching Target,0.006,0.199,0.765,0.012,0.436950147,0.838709652,50234,2600,GROCERY SUPERMARKET,40.68256705,-73.81417841,1
4019400,1,3087.702001,0,285.0102673,2,361,Approaching Target,0.119,0.097,0.593,0.166,0.498614967,0.975069225,59476,2628,GROCERY SUPERMARKET,40.68564522,-73.80248111,2
4019400,0,2755.579479,0,1698.087661,2,77,Approaching Target,0,0.844,0.156,0,0.519480526,0.805194795,59476,2628,GROCERY SUPERMARKET,40.68551468,-73.80241001,1
3002200,0,1776.006569,0,800.4991524,7,946,Meeting Target,0.011,0.882,0.051,0.027,0.558139563,0.65757817,38070,4613,GROCERY SUPERMARKET,40.64562895,-74.02048836,1
3002200,0,3793.68606,0,13517.95945,7,459,Approaching Target,0.004,0.745,0.126,0.087,0.453159034,0.738562107,38070,4613,GROCERY SUPERMARKET,40.64615577,-74.02257584,1
3002200,0,2883.229335,0,1922.571137,7,3986,Meeting Target,0.223,0.293,0.123,0.35,0.549172103,0.501756132,38070,4613,CONVENIENCE STORE,40.64506969,-74.02233531,1
3002200,0,1835.591221,0,2159.898439,7,8,,0,0.75,0.125,0,0.511658013,0.779792726,38070,4613,GROCERY SUPERMARKET,40.64435269,-74.01835078,1
3002200,0,958.3800595,0,213.7907597,7,451,Meeting Target,0.095,0.264,0.503,0.095,0.212860316,0.716186225,38070,4613,GROCERY SUPERMARKET,40.64562895,-74.02048836,1
3002200,0,4916.234388,0,2675.317896,7,606,Meeting Target,0.182,0.071,0.404,0.299,0.539603949,0.74092412,38070,4613,CONVENIENCE STORE,40.64508348,-74.01758152,1
3002200,0,1472.027019,0,897.4219511,7,427,Approaching Target,0.009,0.26,0.7,0.009,0.674603164,1,38070,4613,GROCERY SUPERMARKET,40.64489816,-74.02125062,1
2011900,2,2087.358034,0,797.8400842,9,245,Approaching Target,0.02,0.898,0.057,0.004,0.438356161,0.708904088,20253,5698,GROCERY SUPERMARKET,40.82504761,-73.89071455,2
2011900,1,5587.131314,0,521.326965,9,2070,Meeting Target,0.022,0.51,0.426,0.029,0.411111116,0.665700495,20253,5698,OTHER,40.82520273,-73.88747882,2
2011900,2,3315.603889,1,686.9820557,9,316,Meeting Target,0.009,0.823,0.13,0.016,0.421286017,0.791574299,20253,5698,GROCERY SUPERMARKET,40.82102255,-73.89129289,2
2011900,1,159.050303,1,218.5827231,9,1135,Approaching Target,0.02,0.692,0.233,0.017,0.45777148,0.711852372,20253,5698,GROCERY SUPERMARKET,40.82138385,-73.89024289,2
2011900,0,2182.655054,1,500.1640887,9,435,Meeting Target,0.037,0.264,0.572,0.103,0.377011508,0.859770119,20253,5698,CONVENIENCE STORE,40.82141133,-73.89160886,1
2011900,0,2365.433179,0,788.6756068,9,1277,Meeting Target,0.171,0.078,0.551,0.176,0.436178535,0.742364943,20253,5698,GROCERY SUPERMARKET,40.8230733,-73.89144863,1
2011900,0,1955.246689,0,1544.483373,9,330,Approaching Target,0.021,0.391,0.509,0.067,0.378787875,0.74848485,20253,5698,GROCERY SUPERMARKET,40.82336352,-73.89040431,1
2011900,0,4650.87337,0,769.6439902,9,467,Exceeding Target,0.062,0.062,0.7,0.092,0.533190548,0.695931494,20253,5698,GROCERY SUPERMARKET,40.82370386,-73.89180412,1
2011900,2,1090.052701,0,3061.084755,9,655,Exceeding Target,0.31,0.119,0.179,0.359,0.504848838,0.266970903,20253,5698,GROCERY SUPERMARKET,40.82488107,-73.89144188,2
3097400,0,2089.692259,0,998.3725112,9,425,Meeting Target,0.009,0.238,0.701,0.024,0.644705892,0.816470563,57730,2724,GROCERY SUPERMARKET,40.64508348,-73.90219019,1
3097400,0,901.2769878,0,1528.044237,9,211,Meeting Target,0.118,0.137,0.555,0.19,0.47950089,0.358288765,57730,2724,GROCERY SUPERMARKET,40.64508348,-73.90219019,1
3097400,1,2092.747101,0,5758.685775,9,175,,0.034,0.371,0.28,0.251,0.474285722,0.582857132,57730,2724,GROCERY SUPERMARKET,40.6453666,-73.90249804,2
3097400,0,2190.896279,0,32.32138594,9,1023,Approaching Target,0.017,0.626,0.283,0.055,0.145650044,0.707722366,57730,2724,GROCERY SUPERMARKET,40.64575881,-73.90293275,1
3097400,2,1985.191025,0,853.6151873,9,330,Approaching Target,0.021,0.391,0.509,0.067,0.378787875,0.74848485,57730,2724,CONVENIENCE STORE,40.64826353,-73.89756727,2
3097400,0,1356.118107,0,1255.259791,9,245,,0.008,0.629,0.351,0,0.515931368,0.762254894,57730,2724,GROCERY SUPERMARKET,40.64833532,-73.89745696,1
3097400,0,1206.240979,0,1081.135876,9,384,Approaching Target,0.003,0.75,0.221,0.013,0.531876147,0.699453533,57730,2724,GROCERY SUPERMARKET,40.6489752,-73.89647674,1
3097400,1,181.8339393,0,931.9350878,9,8,,0,0.75,0.125,0,0.511658013,0.779792726,57730,2724,GROCERY SUPERMARKET,40.64863486,-73.89699657,2
3097400,0,6980.688765,0,14249.72431,9,650,Meeting Target,0.191,0.309,0.443,0.054,0.250769228,0.667692304,57730,2724,GROCERY SUPERMARKET,40.64575881,-73.90293275,1
3044500,0,1867.024893,0,81.38590108,10,268,Meeting Target,0.049,0.511,0.399,0.026,0.373134315,0.910447776,39635,4446,DELICATESSEN,40.70510184,-73.91746482,1
3044500,0,6474.923041,0,3052.514984,10,1001,Exceeding Target,0.36,0.02,0.431,0.173,0.522477508,0.675324678,39635,4446,GROCERY SUPERMARKET,40.70525533,-73.92082591,1
3044500,0,1007.957082,0,929.5873314,10,296,Exceeding Target,0,0.318,0.666,0,0.475202888,0.85933274,39635,4446,GROCERY SUPERMARKET,40.70532526,-73.92082474,1
3044500,0,3940.432536,0,411.9722054,10,1575,Approaching Target,0.072,0.056,0.757,0.112,0.377777785,0.811428547,39635,4446,CONVENIENCE STORE,40.70278206,-73.92076297,1
3044500,0,1859.978537,0,677.7370472,10,828,Exceeding Target,0.359,0.139,0.339,0.112,0.678743958,0.408212572,39635,4446,GROCERY SUPERMARKET,40.70241424,-73.92026391,1
3044500,0,3378.707537,0,1822.712352,10,330,Approaching Target,0.021,0.391,0.509,0.067,0.378787875,0.74848485,39635,4446,GROCERY SUPERMARKET,40.70241424,-73.92026391,1
3044500,0,2654.325598,0,187.6508406,10,289,,0.014,0.277,0.682,0.003,0.48788926,0.799307942,39635,4446,GROCERY SUPERMARKET,40.7044954,-73.91947505,1
3044500,0,282.9571662,0,842.8161382,10,211,Meeting Target,0.118,0.137,0.555,0.19,0.47950089,0.358288765,39635,4446,CONVENIENCE STORE,40.70421567,-73.91912656,1
3044500,0,6383.869821,0,35218.60287,10,123,,0.138,0.341,0.48,0.041,0.487854242,0.67813766,39635,4446,GROCERY SUPERMARKET,40.70459505,-73.91889137,1
3044500,0,928.4820965,0,1144.587937,10,110,Meeting Target,0.036,0.627,0.291,0.018,0.281818181,0.890909076,39635,4446,GROCERY SUPERMARKET,40.70552573,-73.91818597,1
3044700,0,2695.642265,0,2282.562119,2,823,Exceeding Target,0.038,0.091,0.77,0.097,0.563791037,1,41648,2310,GROCERY SUPERMARKET,40.7063471,-73.92255845,1
3044700,0,3512.263073,0,728.9387517,2,663,Approaching Target,0.507,0.041,0.275,0.172,0.50163579,0.750272632,41648,2310,GROCERY SUPERMARKET,40.70678567,-73.92045527,1
1023502,0,893.7830361,0,976.5115449,8,268,Meeting Target,0.049,0.511,0.399,0.026,0.373134315,0.910447776,24866,1819,GROCERY SUPERMARKET,40.82698852,-73.93892421,1
1023502,0,1097.282268,0,754.8909484,8,1314,Meeting Target,0.065,0.09,0.769,0.072,0.457382053,0.786910176,24866,1819,CONVENIENCE STORE,40.82886018,-73.93754549,1
1023502,1,776.2421728,0,738.4210826,8,1023,Approaching Target,0.017,0.626,0.283,0.055,0.145650044,0.707722366,24866,1819,CONVENIENCE STORE,40.82912709,-73.93886953,2
1023502,0,1027.699635,0,1952.373426,8,232,Approaching Target,0.026,0.409,0.504,0.047,0.439655185,1,24866,1819,GROCERY SUPERMARKET,40.82918089,-73.93737828,1
1023502,1,3597.771461,0,3410.268739,8,1001,Exceeding Target,0.36,0.02,0.431,0.173,0.522477508,0.675324678,24866,1819,GROCERY SUPERMARKET,40.82660021,-73.9392157,2
1023502,3,2771.59775,0,1179.393311,8,441,Meeting Target,0.009,0.236,0.753,0.002,0.49253732,0.910447776,24866,1819,GROCERY SUPERMARKET,40.82866417,-73.93769882,3
1023502,1,2256.869355,0,5342.312622,8,1001,Exceeding Target,0.36,0.02,0.431,0.173,0.522477508,0.675324678,24866,1819,CONVENIENCE/GAS,40.82856828,-73.93787504,2
1023502,0,3182.208033,0,2142.777184,8,500,Approaching Target,0.092,0.28,0.596,0.028,0.495999992,0.741999984,24866,1819,GROCERY SUPERMARKET,40.82918089,-73.93737828,1
3006600,1,692.3086097,0,606.8758533,5,336,Approaching Target,0.003,0.214,0.765,0.012,0.534013629,1,47119,3663,GROCERY SUPERMARKET,40.63136399,-74.02787202,2
3006600,0,1838.047771,0,1550.550343,5,136,Exceeding Target,0,0.875,0.066,0,0.500635326,0.827191889,47119,3663,GROCERY SUPERMARKET,40.63169733,-74.02765873,1
3006600,1,4130.439277,0,2934.399249,5,211,Meeting Target,0.118,0.137,0.555,0.19,0.47950089,0.358288765,47119,3663,BAR/LOUNGE,40.63340833,-74.02695824,2
3006600,1,785.9717174,0,675.2657675,5,379,Approaching Target,0.003,0.789,0.182,0.011,0.575197876,0.799472272,47119,3663,GROCERY SUPERMARKET,40.63272766,-74.02722865,2
3006600,2,103.8285358,0,306.9276938,5,359,Approaching Target,0.019,0.554,0.351,0.036,1,0.821727037,47119,3663,GROCERY SUPERMARKET,40.63204349,-74.02759229,2
3013400,0,1419.270086,0,1297.451311,5,234,Approaching Target,0.013,0.35,0.624,0.004,0.427350432,0.846153855,62557,3907,GROCERY SUPERMARKET,40.62899329,-74.02288237,1
3013400,0,2705.306471,0,19874.34039,5,469,Meeting Target,0.446,0.232,0.211,0.07,0.475187957,0.474436104,62557,3907,GROCERY SUPERMARKET,40.62927768,-74.02268889,1
3013400,2,1192.117559,0,164.1347074,5,573,Exceeding Target,0.044,0.302,0.607,0.033,0.2478185,0.818499148,62557,3907,GROCERY SUPERMARKET,40.63048401,-74.0222728,2
3013400,3,129.3588362,0,625.214818,5,330,Approaching Target,0.021,0.391,0.509,0.067,0.378787875,0.74848485,62557,3907,GROCERY SUPERMARKET,40.62945601,-74.01974845,3
3013400,0,1936.370502,0,38.08243687,5,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072,0.729805827,62557,3907,GROCERY SUPERMARKET,40.62927302,-74.02277281,1
1019702,0,1505.972625,0,421.0001141,1,318,Meeting Target,0.038,0.214,0.704,0.025,0.619496882,0.78930819,59091,2090,GROCERY SUPERMARKET,40.80154506,-73.95932112,1
3007000,1,4257.746817,1,2003.348637,3,417,Meeting Target,0.024,0.444,0.47,0.053,0.393285364,0.705035985,60149,2344,GROCERY SUPERMARKET,40.63819052,-74.0213054,2
