BoroCT2010,n_report,school_distance,n_school,subway_distance,n_tobacco,Enrollment,Student Achievement Rating,Percent White,Percent Black,Percent Hispanic,Percent Asian,% Female,% Poverty,MHI,Total Population,type,latitude,longitude,class
1025900,0,6753.536081,1,6764.449189,10,211,Meeting Target,0.118,0.137,0.555,0.19,0.47950089,0.358288765,51536,3496,PHARMACY,40.82077165,-73.94346631,1
4033000,0,2583.273576,0,77.31855304,12,1575,Approaching Target,0.072,0.056,0.757,0.112,0.377777785,0.811428547,70019,6170,CONVENIENCE STORE,40.67453335,-73.76368996,1
4033000,0,5546.471189,0,1162.244081,12,327,Exceeding Target,0.144,0.196,0.174,0.477,1,0.909262776,70019,6170,GROCERY SUPERMARKET,40.67453335,-73.76368996,1
4033000,0,2378.500571,0,2450.574611,12,1314,Meeting Target,0.065,0.09,0.769,0.072,0.457382053,0.786910176,70019,6170,GROCERY SUPERMARKET,40.67435237,-73.76368399,1
4033000,1,2080.623606,0,16.724171,12,361,Approaching Target,0.119,0.097,0.593,0.166,0.498614967,0.975069225,70019,6170,GROCERY SUPERMARKET,40.67243739,-73.75971535,2
4033000,0,979.5049027,0,3956.798345,12,400,Meeting Target,0.01,0.253,0.7,0.025,0.159999996,1,70019,6170,GROCERY SUPERMARKET,40.67213897,-73.77343547,1
4033000,0,820.8272108,0,914.1716205,12,160,Approaching Target,0.038,0.225,0.6,0.131,0.367567569,0.864864886,70019,6170,GROCERY SUPERMARKET,40.67213897,-73.77343547,1
4033000,0,4577.460508,0,2222.886293,12,500,Approaching Target,0.01,0.556,0.408,0.01,0.372000009,0.779999971,70019,6170,GROCERY SUPERMARKET,40.67213897,-73.77343547,1
4033000,0,1205.343471,0,14717.61484,12,3646,Approaching Target,0.146,0.211,0.192,0.438,0.520570517,0.578167856,70019,6170,GROCERY SUPERMARKET,40.67213897,-73.77343547,1
4033000,0,3726.000915,0,11823.08453,12,285,,0.028,0.733,0.102,0.081,0.66315788,0.726315796,70019,6170,PHARMACY,40.67213897,-73.77343547,1
4033000,0,3815.13856,4,359.2527366,12,467,Exceeding Target,0.062,0.062,0.7,0.092,0.533190548,0.695931494,70019,6170,PHARMACY,40.66652814,-73.75809759,1
4033000,2,370.2266777,0,487.4035263,12,445,Exceeding Target,0.301,0.058,0.128,0.497,0.564044952,0.46741572,70019,6170,PHARMACY,40.67008418,-73.76533205,2
4033000,0,1358.022622,0,351.6030825,12,503,Meeting Target,0,0,1,0,0.534791231,0.910536766,70019,6170,PHARMACY,40.6676156,-73.76664265,1
4083800,0,759.1650225,0,344.7765229,6,372,Meeting Target,0.013,0.07,0.906,0.003,0.505426347,0.914728701,62526,4970,GROCERY SUPERMARKET,40.67137792,-73.82533606,1
4083800,0,1976.783263,0,29630.63109,6,1493,Approaching Target,0.212,0.265,0.447,0.066,0.477561951,0.680509031,62526,4970,GROCERY SUPERMARKET,40.67087443,-73.82254424,1
4083800,0,2909.660171,0,577.3985985,6,93,,0.548,0.108,0.14,0.151,0.723404229,1,62526,4970,GROCERY SUPERMARKET,40.67137792,-73.82533606,1
4083800,0,2144.254422,0,226.0605791,6,316,Meeting Target,0.009,0.823,0.13,0.016,0.421286017,0.791574299,62526,4970,PHARMACY,40.66906317,-73.81279492,1
4083800,1,362.1587811,0,273.4126073,6,359,Approaching Target,0.019,0.554,0.351,0.036,1,0.821727037,62526,4970,PHARMACY,40.67033127,-73.82096414,2
4083800,0,1737.278248,0,475.5765019,6,323,Meeting Target,0.015,0.127,0.842,0.012,0.486062706,0.909407675,62526,4970,GROCERY SUPERMARKET,40.66990884,-73.82102366,1
1017401,0,5359.750799,2,599.4265609,4,366,Approaching Target,0.279,0.06,0.292,0.366,0.336065561,0.846994519,25809,5248,PHARMACY,40.79503989,-73.94850617,1
1017401,4,1983.94294,1,556.8416683,4,435,Meeting Target,0.037,0.264,0.572,0.103,0.377011508,0.859770119,25809,5248,GROCERY SUPERMARKET,40.79568495,-73.9480333,3
1017401,0,2818.847014,2,1275.299629,4,537,Not Meeting Target,0.024,0.302,0.596,0.054,0.482142866,0.72077924,25809,5248,CONVENIENCE STORE,40.79442687,-73.94894352,1
1017401,0,4228.442981,2,364.8074964,4,440,Not Meeting Target,0.007,0.332,0.616,0.027,0.329545468,1,25809,5248,PHARMACY,40.79396158,-73.94928686,1
1017402,0,2148.996803,0,817.4264579,5,357,Meeting Target,0.031,0.669,0.232,0.025,0.655462205,0.728291333,25938,2093,GROCERY SUPERMARKET,40.79563664,-73.94634876,1
1017402,1,4274.126864,0,1770.705615,5,1314,Meeting Target,0.065,0.09,0.769,0.072,0.457382053,0.786910176,25938,2093,GROCERY SUPERMARKET,40.79568676,-73.9464793,2
1017402,0,4713.899416,0,16260.42382,5,3306,Meeting Target,0.181,0.128,0.267,0.417,0.490018159,0.737749517,25938,2093,GROCERY SUPERMARKET,40.79662152,-73.9472742,1
1017402,0,1786.132001,0,515.9924924,5,1575,Approaching Target,0.072,0.056,0.757,0.112,0.377777785,0.811428547,25938,2093,GROCERY SUPERMARKET,40.79669145,-73.94722408,1
1017402,1,166.1330744,0,801.9895875,5,300,Exceeding Target,0.34,0.02,0.183,0.423,0.549382687,0.401234567,25938,2093,STATIONERY STORE,40.79698167,-73.94700496,2
1018600,0,860.0655507,0,133.0874003,3,1277,Meeting Target,0.171,0.078,0.551,0.176,0.436178535,0.742364943,18189,5701,GROCERY SUPERMARKET,40.79742072,-73.94887983,1
1018600,0,528.2208372,0,3964.284034,3,175,,0.034,0.371,0.28,0.251,0.474285722,0.582857132,18189,5701,GROCERY SUPERMARKET,40.79758425,-73.94910175,1
1018600,0,360.3953922,0,603.6117622,3,390,Approaching Target,0.008,0.041,0.941,0.005,0.436842114,1,18189,5701,GROCERY SUPERMARKET,40.79727522,-73.95007663,1
2038500,0,1067.336298,0,478.041007,13,417,Meeting Target,0.101,0.266,0.47,0.153,0.429256588,1,20981,4758,PHARMACY,40.85419538,-73.8911351,1
2038500,1,3459.161917,0,1163.883068,13,467,Exceeding Target,0.062,0.062,0.7,0.092,0.533190548,0.695931494,20981,4758,GROCERY SUPERMARKET,40.85474033,-73.89265726,2
2038500,2,1397.886509,0,70.46393009,13,761,Meeting Target,0.079,0.222,0.466,0.221,0.406044692,0.755584776,20981,4758,GROCERY SUPERMARKET,40.85475018,-73.89351629,2
2038500,0,5512.730087,0,9371.960497,13,339,Meeting Target,0.012,0.879,0.062,0.009,0.380530983,0.663716793,20981,4758,GROCERY SUPERMARKET,40.85504156,-73.89335428,1
2038500,0,622.4336097,0,593.3895442,13,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072,0.729805827,20981,4758,GROCERY SUPERMARKET,40.8561395,-73.89231695,1
2038500,0,4456.992695,0,2219.791634,13,410,,0.122,0.137,0.524,0.176,0.514634132,0.734146357,20981,4758,GROCERY SUPERMARKET,40.8561395,-73.89231695,1
2038500,0,301.6927903,0,114.5326878,13,441,Exceeding Target,0.084,0.122,0.619,0.066,0.643990934,0.734693885,20981,4758,GROCERY SUPERMARKET,40.85651946,-73.89207685,1
2038500,0,2779.793208,0,715.8900993,13,357,Meeting Target,0.031,0.669,0.232,0.025,0.655462205,0.728291333,20981,4758,GROCERY SUPERMARKET,40.85696003,-73.89111645,1
2038500,0,719.7199623,0,55.5802461,13,650,Approaching Target,0.043,0.218,0.675,0.057,0.586153865,0.738461554,20981,4758,GROCERY SUPERMARKET,40.8576745,-73.89151157,1
2038500,0,1103.333549,0,749.2719694,13,359,Approaching Target,0.019,0.554,0.351,0.036,1,0.821727037,20981,4758,PHARMACY,40.85812207,-73.89270391,1
2038500,0,2022.601368,6,1192.268236,13,545,Exceeding Target,0.204,0.158,0.536,0.062,0.513761461,0.616513789,20981,4758,GROCERY SUPERMARKET,40.85903862,-73.89114418,1
2038500,0,6522.787911,0,7981.832637,13,3250,Approaching Target,0.438,0.177,0.178,0.202,0.416923076,0.751076937,20981,4758,GROCERY SUPERMARKET,40.85467558,-73.89197429,1
2038500,0,1921.167741,0,2713.508868,13,554,Exceeding Target,0.621,0.04,0.085,0.215,0.592057765,0.207581222,20981,4758,GROCERY SUPERMARKET,40.85573506,-73.89248129,1
2023702,0,2421.780346,0,837.6349933,3,1306,Exceeding Target,0.526,0.138,0.218,0.076,0.642419577,0.24042879,19490,1241,GROCERY SUPERMARKET,40.86119441,-73.89637184,1
2023702,0,1298.375961,0,1614.004393,3,186,Meeting Target,0.065,0.269,0.634,0.016,0.65053761,0.833333313,19490,1241,GROCERY SUPERMARKET,40.8590137,-73.89729262,1
2023702,0,2613.959841,0,14020.69873,3,285,,0.028,0.733,0.102,0.081,0.66315788,0.726315796,19490,1241,GROCERY SUPERMARKET,40.86112332,-73.89701755,1
2025300,0,1441.224677,0,739.1479721,8,478,Meeting Target,0.015,0.318,0.513,0.098,0.598326385,0.797071159,22324,6332,GROCERY SUPERMARKET,40.85885752,-73.90525088,1
2025300,0,3121.669984,0,1063.223901,8,99,,0.303,0.222,0.293,0.162,0.485074639,0.478855729,22324,6332,GROCERY SUPERMARKET,40.85888666,-73.9053313,1
2025300,0,925.9626656,0,476.9355798,8,528,Meeting Target,0.045,0.112,0.811,0.03,0.492753625,0.908902705,22324,6332,GROCERY SUPERMARKET,40.86080396,-73.90268204,1
2025300,0,603.8350357,0,1901.663231,8,379,Approaching Target,0.003,0.789,0.182,0.011,0.575197876,0.799472272,22324,6332,GROCERY SUPERMARKET,40.86098695,-73.90363079,1
2025300,0,1200.480664,0,1096.248292,8,684,Meeting Target,0.034,0.279,0.614,0.051,0.577485383,0.723684192,22324,6332,GROCERY SUPERMARKET,40.85889715,-73.90537093,1
2025300,0,352.8338538,0,384.6485994,8,422,Approaching Target,0.237,0.204,0.483,0.028,0.362559229,0.611374378,22324,6332,GROCERY SUPERMARKET,40.86241007,-73.90359582,1
2025300,1,547.0067536,0,185.2078801,8,518,Exceeding Target,0.137,0.019,0.492,0.347,0.538610041,1,22324,6332,PHARMACY,40.86268722,-73.90289728,2
2025300,0,2928.264421,0,1408.148842,8,268,Meeting Target,0.049,0.511,0.399,0.026,0.373134315,0.910447776,22324,6332,GROCERY SUPERMARKET,40.86268397,-73.9022846,1
1021500,0,2487.150393,2,1651.924956,5,318,Meeting Target,0.038,0.214,0.704,0.025,0.619496882,0.78930819,26750,3068,GROCERY SUPERMARKET,40.81116038,-73.95047592,1
1021500,0,4950.690423,2,36434.30475,5,123,,0.138,0.341,0.48,0.041,0.487854242,0.67813766,26750,3068,GROCERY SUPERMARKET,40.81258933,-73.94943626,1
1021500,5,3698.57535,2,1230.723125,5,1314,Meeting Target,0.065,0.09,0.769,0.072,0.457382053,0.786910176,26750,3068,GROCERY SUPERMARKET,40.81403213,-73.94839033,3
1021500,1,702.4880214,2,131.2068674,5,246,Meeting Target,0.016,0.098,0.85,0.004,0.548780501,0.752032518,26750,3068,GROCERY SUPERMARKET,40.81226761,-73.9496796,2
1021500,1,2619.375758,2,700.8624503,5,381,Approaching Target,0.016,0.619,0.307,0.034,0.475065619,0.740157485,26750,3068,GROCERY SUPERMARKET,40.81216974,-73.9497463,2
1008000,0,1834.697856,0,177.5375391,6,232,,0.095,0.047,0.634,0.216,0.478448272,0.823275864,114706,5377,GROCERY SUPERMARKET,40.74962137,-73.97733448,1
1008000,0,2902.303626,0,846.3150707,6,972,Meeting Target,0.014,0.301,0.674,0.002,0.557613194,0.759259284,114706,5377,PHARMACY,40.74996986,-73.97505586,1
1008000,0,488.9003554,0,85.00747691,6,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072,0.729805827,114706,5377,GROCERY SUPERMARKET,40.75058575,-73.97663774,1
1008000,0,6791.136426,0,8366.754131,6,410,,0.122,0.137,0.524,0.176,0.514634132,0.734146357,114706,5377,GROCERY SUPERMARKET,40.75143029,-73.97797755,1
1008000,1,1450.912434,2,2362.601958,6,2077,Approaching Target,0.07,0.132,0.612,0.166,0.498314887,0.769378901,114706,5377,PHARMACY,40.74725374,-73.97914439,2
1008000,0,6196.33752,0,4657.066565,6,2225,Meeting Target,0.129,0.313,0.208,0.333,0.465168536,0.773033679,114706,5377,PHARMACY,40.7505806,-73.9786154,1
4127700,0,1061.959313,0,866.9137873,4,160,Approaching Target,0.038,0.225,0.6,0.131,0.367567569,0.864864886,93106,3633,GROCERY SUPERMARKET,40.72626637,-73.78991097,1
4127700,3,6802.971162,0,102.8093977,4,720,Meeting Target,0.167,0.111,0.367,0.336,0.463888884,0.763888896,93106,3633,GROCERY SUPERMARKET,40.72663355,-73.78880241,3
4127700,0,4126.394162,0,82.14003735,4,327,Exceeding Target,0.144,0.196,0.174,0.477,1,0.909262776,93106,3633,GROCERY SUPERMARKET,40.72760444,-73.78586176,1
4127700,0,3570.15283,0,1128.339777,4,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072,0.729805827,93106,3633,GROCERY SUPERMARKET,40.7288737,-73.7819817,1
3024300,0,517.8048285,0,323.6859005,6,456,Meeting Target,0.18,0.232,0.493,0.072,0.567982435,0.581140339,26778,3786,DELICATESSEN,40.68917679,-73.95503549,1
3024300,0,3289.996731,0,478.7462313,6,425,Meeting Target,0.009,0.238,0.701,0.024,0.644705892,0.816470563,26778,3786,GROCERY SUPERMARKET,40.68822805,-73.95484551,1
3024300,0,2977.593847,1,2194.642074,6,823,Exceeding Target,0.038,0.091,0.77,0.097,0.563791037,1,26778,3786,GROCERY SUPERMARKET,40.68640748,-73.95447603,1
3024300,1,3220.643954,0,888.5063191,6,1023,Approaching Target,0.017,0.626,0.283,0.055,0.145650044,0.707722366,26778,3786,GROCERY SUPERMARKET,40.68975853,-73.95147474,2
3024300,0,333.3750313,0,638.1545794,6,498,Exceeding Target,0.137,0.49,0.287,0.072,0.478260875,1,26778,3786,GAS STATION,40.68930267,-73.95137571,1
3024300,0,1620.045585,1,11048.14255,6,285,,0.028,0.733,0.102,0.081,0.66315788,0.726315796,26778,3786,GROCERY SUPERMARKET,40.6878141,-73.95475224,1
4008500,0,3404.874813,0,2782.072846,10,452,Meeting Target,0.064,0.285,0.604,0.035,0.573008835,1,51413,1270,GROCERY SUPERMARKET,40.75556885,-73.94181117,1
4008500,0,748.232872,0,70.60240507,10,372,Meeting Target,0.013,0.07,0.906,0.003,0.505426347,0.914728701,51413,1270,GROCERY SUPERMARKET,40.75556885,-73.94181117,1
4008500,0,1628.791148,0,866.2781375,10,140,,0.329,0.164,0.186,0.171,0.505415142,0.176895306,51413,1270,STATIONERY STORE,40.75597586,-73.9426074,1
4008500,2,1670.050362,0,882.3410865,10,191,,0.11,0.319,0.429,0.099,0.528795838,0.801047146,51413,1270,GROCERY SUPERMARKET,40.75684212,-73.94422916,2
4008500,0,293.1224327,0,1056.406286,10,418,Meeting Target,0.301,0.182,0.414,0.043,0.456404746,0.415500551,51413,1270,PHARMACY,40.75726494,-73.94490467,1
4008500,0,3909.001964,0,627.0419083,10,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072,0.729805827,51413,1270,GROCERY SUPERMARKET,40.76121377,-73.94087309,1
4008500,0,2787.490961,0,20235.41793,10,469,Meeting Target,0.446,0.232,0.211,0.07,0.475187957,0.474436104,51413,1270,PHARMACY,40.75597586,-73.9426074,1
4008500,2,2304.7557,0,29282.03187,10,1493,Approaching Target,0.212,0.265,0.447,0.066,0.477561951,0.680509031,51413,1270,GROCERY SUPERMARKET,40.76322837,-73.93767107,2
4008500,0,4378.574132,0,6687.586272,10,405,Meeting Target,0.01,0.77,0.099,0.062,0.530864179,0.693827152,51413,1270,GROCERY SUPERMARKET,40.76180165,-73.93957971,1
4008500,0,515.0624744,0,48.27854531,10,304,Meeting Target,0.099,0.727,0.135,0.03,1,0.80252099,51413,1270,GROCERY SUPERMARKET,40.75727193,-73.93938353,1
4004300,0,1448.618463,0,386.7740862,3,247,Exceeding Target,0.077,0.372,0.494,0.024,0.838056684,0.73279351,16638,2437,CONVENIENCE STORE,40.76076326,-73.93907275,1
4004300,0,1021.114493,0,753.8311513,3,195,,0,0.99,0.005,0,0.498084277,0.773946345,16638,2437,GROCERY SUPERMARKET,40.76076326,-73.93907275,1
4004300,0,3937.397726,0,218.448557,3,234,Meeting Target,0.009,0.607,0.376,0.009,0.398706883,0.799568951,16638,2437,GROCERY SUPERMARKET,40.75898177,-73.93776344,1
3025100,2,3372.271827,0,326.8038322,9,349,Meeting Target,0.009,0.155,0.788,0.009,0.587392569,0.538681924,34821,3816,GROCERY SUPERMARKET,40.68903593,-73.95124711,2
3025100,1,514.1194241,0,61.5904542,9,195,,0.021,0.185,0.759,0.021,0.420512825,0.86153847,34821,3816,GROCERY SUPERMARKET,40.68756719,-73.95096544,2
3025100,0,1030.656538,0,14580.0614,9,650,Meeting Target,0.191,0.309,0.443,0.054,0.250769228,0.667692304,34821,3816,GROCERY SUPERMARKET,40.68707766,-73.95086521,1
3025100,0,3949.730278,0,1017.176722,9,366,Approaching Target,0.279,0.06,0.292,0.366,0.336065561,0.846994519,34821,3816,GROCERY SUPERMARKET,40.68707766,-73.95086521,1
3025100,0,701.4345382,0,2479.54255,9,1731,Approaching Target,0.189,0.055,0.645,0.096,0.42403236,0.68110919,34821,3816,PHARMACY,40.68641681,-73.95074516,1
3025100,0,974.2783524,0,690.685569,9,336,Approaching Target,0.003,0.214,0.765,0.012,0.534013629,1,34821,3816,GROCERY SUPERMARKET,40.68617321,-73.950568,1
3025100,0,103.8285358,0,306.9276938,9,359,Approaching Target,0.019,0.554,0.351,0.036,1,0.821727037,34821,3816,STATIONERY STORE,40.68730844,-73.94776372,1
3025100,1,8049.155675,0,21853.94877,9,2500,Approaching Target,0.166,0.374,0.369,0.066,0.527999997,0.724399984,34821,3816,GROCERY SUPERMARKET,40.6868737,-73.94755626,2
3025100,0,1351.877129,0,6275.357749,9,402,Approaching Target,0.017,0.323,0.592,0.057,0.394117653,0.748529434,34821,3816,GROCERY SUPERMARKET,40.68970827,-73.95139553,1
3026500,0,3089.467164,0,2613.150547,4,2437,Meeting Target,0.153,0.062,0.505,0.264,0.455888391,0.742306113,43250,3838,PHARMACY,40.68574662,-73.94725555,1
3026500,0,2874.563471,0,338.2431393,4,427,Approaching Target,0.009,0.26,0.7,0.009,0.674603164,1,43250,3838,GROCERY SUPERMARKET,40.68560326,-73.94440582,1
3026500,2,4923.558366,0,34559.72237,4,1493,Approaching Target,0.212,0.265,0.447,0.066,0.477561951,0.680509031,43250,3838,GROCERY SUPERMARKET,40.6868329,-73.94483707,2
3026500,0,4828.925008,0,2877.04374,4,316,Exceeding Target,0.203,0.047,0.396,0.354,1,0.850267351,43250,3838,GROCERY SUPERMARKET,40.68752756,-73.94472518,1
2037300,0,5963.970796,0,1458.85413,10,2437,Meeting Target,0.153,0.062,0.505,0.264,0.455888391,0.742306113,27724,5318,GROCERY SUPERMARKET,40.84819522,-73.88903364,1
2037300,0,1121.240197,0,997.8893887,10,361,Exceeding Target,0.022,0.834,0.072,0.028,0.506925225,0.584487557,27724,5318,PHARMACY,40.84933744,-73.88935883,1
2037300,0,4561.649947,0,11061.23921,10,4289,Meeting Target,0.153,0.069,0.227,0.543,0.503613889,0.724877596,27724,5318,GROCERY SUPERMARKET,40.84568582,-73.89159782,1
2037300,0,2066.76532,0,367.7544378,10,288,Approaching Target,0.024,0.038,0.913,0.024,0.479166657,0.90625,27724,5318,PHARMACY,40.84936658,-73.89126797,1
2037300,0,975.2950154,0,270.8246362,10,289,,0.014,0.277,0.682,0.003,0.48788926,0.799307942,27724,5318,PHARMACY,40.84936658,-73.89126797,1
2037300,0,1013.397862,0,651.8687226,10,570,Approaching Target,0.032,0.342,0.575,0.033,0.810526311,1,27724,5318,GROCERY SUPERMARKET,40.84888,-73.8904125,1
2037300,2,9741.895535,0,10955.43972,10,469,Meeting Target,0.446,0.232,0.211,0.07,0.475187957,0.474436104,27724,5318,PHARMACY,40.84940191,-73.89145855,2
2037300,4,2936.226481,0,3538.707742,10,2070,Meeting Target,0.022,0.51,0.426,0.029,0.411111116,0.665700495,27724,5318,PHARMACY,40.84611707,-73.89251859,3
2037300,0,961.7114751,0,711.2135397,10,128,,0.016,0.117,0.578,0.008,0.6015625,0.546875,27724,5318,STATIONERY STORE,40.84604714,-73.8923694,1
2037300,0,3216.147357,0,296.2651904,10,1575,Approaching Target,0.072,0.056,0.757,0.112,0.377777785,0.811428547,27724,5318,GROCERY SUPERMARKET,40.84581602,-73.89185629,1
2039100,0,779.6646901,0,145.3434942,16,589,Meeting Target,0.042,0.643,0.255,0.031,0.52461797,0.845500827,22081,6992,GROCERY SUPERMARKET,40.85129554,-73.88862571,1
2039100,0,6859.633044,0,6966.418961,16,452,Meeting Target,0.064,0.285,0.604,0.035,0.573008835,1,22081,6992,GROCERY SUPERMARKET,40.85162655,-73.88868049,1
2039100,0,1845.466646,0,4220.087785,16,456,Meeting Target,0.239,0.162,0.397,0.167,0.486127853,0.617611587,22081,6992,GROCERY SUPERMARKET,40.85176773,-73.88940385,1
2039100,0,805.9377873,0,7651.517767,16,245,,0.033,0.841,0.057,0.012,0.002028398,0.53549695,22081,6992,GROCERY SUPERMARKET,40.85259744,-73.8875033,1
2039100,0,2175.629727,0,2015.794523,16,361,Exceeding Target,0.044,0.136,0.213,0.593,0.48017621,0.823788524,22081,6992,DELICATESSEN,40.85279558,-73.88905113,1
2039100,0,4119.74821,0,1635.632977,16,3986,Meeting Target,0.223,0.293,0.123,0.35,0.549172103,0.501756132,22081,6992,GROCERY SUPERMARKET,40.85308347,-73.88933901,1
2039100,1,671.892482,0,475.4484426,16,288,Approaching Target,0.024,0.038,0.913,0.024,0.479166657,0.90625,22081,6992,GROCERY SUPERMARKET,40.85347509,-73.88774107,2
2039100,0,651.6227753,3,899.8238286,16,1438,Approaching Target,0.017,0.298,0.609,0.053,0.494436711,0.818497896,22081,6992,PHARMACY,40.85401356,-73.88408828,1
2039100,1,2881.272994,0,9604.387493,16,365,Exceeding Target,0.521,0.077,0.252,0.148,0.591289759,0.462311566,22081,6992,GROCERY SUPERMARKET,40.85417207,-73.88881452,2
2039100,0,2050.918953,3,293.7044774,16,828,Exceeding Target,0.359,0.139,0.339,0.112,0.678743958,0.408212572,22081,6992,PHARMACY,40.85419422,-73.88471884,1
2039100,0,4877.175932,0,2389.902155,16,1001,Exceeding Target,0.36,0.02,0.431,0.173,0.522477508,0.675324678,22081,6992,GROCERY SUPERMARKET,40.85434924,-73.88856743,1
2039100,1,4270.491843,3,6246.589507,16,413,Meeting Target,0.012,0.806,0.131,0.036,0.661016941,0.89104116,22081,6992,GROCERY SUPERMARKET,40.8544844,-73.88546866,2
2039100,0,1126.143107,0,2278.357002,16,486,Meeting Target,0.01,0.245,0.704,0.019,0.549222827,0.901554406,22081,6992,GROCERY SUPERMARKET,40.85538073,-73.88775505,1
2039100,7,1099.04471,0,740.19959,16,641,Exceeding Target,0.31,0.066,0.186,0.399,0.648985982,0.443057716,22081,6992,GROCERY SUPERMARKET,40.85589473,-73.88826323,3
2039100,2,1159.487226,0,3843.689456,16,342,Exceeding Target,0.018,0.547,0.085,0.316,0.552334964,0.766505659,22081,6992,GROCERY SUPERMARKET,40.85535509,-73.88722357,2
2039100,0,1387.441212,0,254.8515761,16,366,Approaching Target,0.279,0.06,0.292,0.366,0.336065561,0.846994519,22081,6992,STAND,40.85402988,-73.88884716,1
3005100,0,1084.377576,0,390.7531866,4,445,Exceeding Target,0.301,0.058,0.128,0.497,0.564044952,0.46741572,85870,2171,GROCERY SUPERMARKET,40.68415567,-74.00307063,1
3005100,0,4902.175863,0,1998.821856,4,1950,Approaching Target,0.049,0.121,0.489,0.325,0.417948723,0.783589721,85870,2171,GROCERY SUPERMARKET,40.68419413,-74.00244823,1
3005100,0,2200.406293,0,28.38934806,4,2108,Approaching Target,0.189,0.4,0.234,0.162,0.379506648,0.675521851,85870,2171,GROCERY SUPERMARKET,40.68419413,-74.00244823,1
3005100,0,680.4251613,0,1427.276683,4,664,Exceeding Target,0.134,0.172,0.14,0.402,0.454819292,0.557228923,85870,2171,GROCERY SUPERMARKET,40.68362019,-74.00332402,1
4109700,0,1772.303705,0,653.571584,3,456,Meeting Target,0.18,0.232,0.493,0.072,0.567982435,0.581140339,80500,1887,GROCERY SUPERMARKET,40.7675201,-73.78001952,1
4109700,0,1209.469194,0,22.46353347,3,110,Meeting Target,0.036,0.627,0.291,0.018,0.281818181,0.890909076,80500,1887,GROCERY SUPERMARKET,40.76755777,-73.77987791,1
4109700,0,710.8058847,0,387.4540188,3,650,Approaching Target,0.043,0.218,0.675,0.057,0.586153865,0.738461554,80500,1887,GROCERY SUPERMARKET,40.76940299,-73.77384973,1
1008800,0,6844.516995,0,21882.50258,8,3388,Meeting Target,0.47,0.107,0.269,0.143,0.505017698,0.522432089,92403,7026,GROCERY SUPERMARKET,40.74926122,-73.9754941,1
1008800,0,597.8951462,0,1445.150493,8,577,Approaching Target,0.028,0.243,0.705,0.014,0.195840552,0.927209735,92403,7026,GROCERY SUPERMARKET,40.74984165,-73.97506518,1
1008800,0,1366.748035,0,704.1265841,8,110,Meeting Target,0.036,0.627,0.291,0.018,0.281818181,0.890909076,92403,7026,GROCERY SUPERMARKET,40.75158665,-73.97242561,1
1008800,0,3891.133136,0,1603.884884,8,327,Exceeding Target,0.144,0.196,0.174,0.477,1,0.909262776,92403,7026,PHARMACY,40.74809525,-73.9711248,1
1008800,0,1232.613451,0,714.8930415,8,316,Exceeding Target,0.203,0.047,0.396,0.354,1,0.850267351,92403,7026,DELICATESSEN,40.749095,-73.97038166,1
1008800,0,2451.477829,0,775.4396544,8,434,Exceeding Target,0.069,0.051,0.104,0.765,0.435483873,0.642857134,92403,7026,PHARMACY,40.74910463,-73.97278623,1
1008800,0,3071.521433,0,410.8281241,8,498,Exceeding Target,0.137,0.49,0.287,0.072,0.478260875,1,92403,7026,PHARMACY,40.75019131,-73.97191475,1
1008800,0,4205.102213,0,2657.698889,8,2437,Meeting Target,0.153,0.062,0.505,0.264,0.455888391,0.742306113,92403,7026,GROCERY SUPERMARKET,40.75052107,-73.97390703,1
1009000,0,995.9821263,0,146.7068105,10,417,Meeting Target,0.101,0.266,0.47,0.153,0.429256588,1,117614,7883,GROCERY SUPERMARKET,40.75418724,-73.96889972,1
1009000,0,1272.408394,0,38.57662956,10,318,Meeting Target,0.038,0.214,0.704,0.025,0.619496882,0.78930819,117614,7883,GROCERY SUPERMARKET,40.75358185,-73.97236464,1
1009000,0,1413.5918,0,275.6858223,10,456,Meeting Target,0.18,0.232,0.493,0.072,0.567982435,0.581140339,117614,7883,GROCERY SUPERMARKET,40.75167038,-73.97091588,1
1009000,0,348.7181741,0,1055.089905,10,191,,0.11,0.319,0.429,0.099,0.528795838,0.801047146,117614,7883,GROCERY SUPERMARKET,40.75097688,-73.97083896,1
1009000,1,4718.398731,0,581.1999269,10,3177,Approaching Target,0.189,0.117,0.303,0.385,0.435001582,0.76046586,117614,7883,GROCERY SUPERMARKET,40.75208388,-73.97061437,2
1009000,0,880.6728204,0,506.4763562,10,219,Approaching Target,0,0.594,0.397,0.005,0.491541356,0.859022558,117614,7883,PHARMACY,40.75202499,-73.97057568,1
1009000,0,6044.740163,0,3131.126954,10,330,Approaching Target,0.021,0.391,0.509,0.067,0.378787875,0.74848485,117614,7883,PHARMACY,40.7513732,-73.97177388,1
1009000,0,925.1176679,0,591.8999623,10,331,Meeting Target,0.039,0.399,0.498,0.06,0.555891216,0.782477319,117614,7883,PHARMACY,40.75225719,-73.97048934,1
1009000,0,1095.149154,0,820.7034219,10,65,,0,0.862,0.108,0,0.471649498,0.768041253,117614,7883,GROCERY SUPERMARKET,40.75276132,-73.9729544,1
